Movie_Name,City,Theatre_Name,Ticket_Price,No_of_Tickets_Sold,Total_Revenue,Booking_Date,Release_Date
Yodha,Chandigarh,Miraj Cinemas,424,92,39008,2025-01-18,2025-02-04
Jigra,Pune,PVR,404,100,40400,2024-11-17,2024-12-15
Tiger 3,Pune,Wave Cinemas,229,120,27480,2024-10-16,2024-11-08
Singham Again,Bhopal,INOX,474,124,58776,2024-12-05,2024-12-13
Metro In Dino,Hyderabad,Cinepolis,470,107,50290,2024-10-12,2024-11-01
Singham Again,Bangalore,Cinepolis,382,132,50424,2024-12-23,2025-01-01
Bhool Bhulaiyaa 3,Hyderabad,Miraj Cinemas,223,103,22969,2024-12-04,2024-12-29
Emergency,Mumbai,Wave Cinemas,345,26,8970,2024-10-21,2024-11-16
Chandu Champion,Chandigarh,INOX,421,151,63571,2024-12-02,2024-12-14
Merry Christmas,Chennai,Wave Cinemas,235,129,30315,2024-12-20,2025-01-12
Metro In Dino,Delhi,Wave Cinemas,300,27,8100,2024-12-06,2025-01-04
The Diplomat,Indore,Miraj Cinemas,307,55,16885,2024-10-28,2024-11-18
Dunki,Jaipur,PVR,440,124,54560,2024-11-20,2024-12-05
The Crew,Jaipur,PVR,445,61,27145,2024-12-13,2024-12-26
Chandu Champion,Chennai,PVR,197,66,13002,2024-11-10,2024-12-02
The Diplomat,Mumbai,Cinepolis,325,145,47125,2025-01-07,2025-02-03
Animal,Mumbai,Cinepolis,461,27,12447,2024-10-29,2024-11-22
Guntur Kaaram,Chandigarh,Wave Cinemas,282,159,44838,2024-12-27,2025-01-08
Dunki,Kolkata,Wave Cinemas,471,89,41919,2024-12-23,2024-12-31
Tiger 3,Delhi,PVR,591,196,115836,2024-12-28,2025-01-26
The Diplomat,Chandigarh,INOX,307,76,23332,2024-12-26,2025-01-22
Merry Christmas,Chandigarh,PVR,574,193,110782,2025-01-11,2025-02-07
Chandu Champion,Chandigarh,Cinepolis,315,94,29610,2024-10-15,2024-11-05
Pushpa 2,Chennai,INOX,256,140,35840,2024-11-21,2024-11-28
Dunki,Hyderabad,Cinepolis,203,34,6902,2025-01-16,2025-02-01
Salaar,Bangalore,Cinepolis,204,12,2448,2024-10-22,2024-11-10
Bade Miyan Chote Miyan,Pune,INOX,457,164,74948,2025-01-06,2025-02-01
Guntur Kaaram,Hyderabad,INOX,181,139,25159,2024-11-19,2024-12-13
Chandu Champion,Bhopal,Cinepolis,408,10,4080,2024-12-17,2025-01-09
Animal,Chandigarh,PVR,293,93,27249,2025-01-07,2025-01-14
Chandu Champion,Hyderabad,Wave Cinemas,289,16,4624,2024-12-01,2024-12-18
Guntur Kaaram,Bangalore,Carnival Cinemas,245,37,9065,2024-10-04,2024-11-03
Metro In Dino,Pune,Carnival Cinemas,184,179,32936,2025-01-04,2025-01-23
Emergency,Jaipur,PVR,304,33,10032,2025-01-25,2025-02-01
The Diplomat,Chandigarh,Miraj Cinemas,222,97,21534,2024-10-31,2024-11-08
Merry Christmas,Bhopal,Cinepolis,273,62,16926,2025-01-19,2025-02-09
Bhool Bhulaiyaa 3,Chennai,Wave Cinemas,237,114,27018,2024-11-30,2024-12-07
War 2,Chennai,Miraj Cinemas,323,12,3876,2024-11-29,2024-12-06
Pushpa 2,Chennai,Cinepolis,530,18,9540,2024-12-12,2025-01-01
Sam Bahadur,Bhopal,Cinepolis,442,106,46852,2024-11-22,2024-12-20
Tiger 3,Bangalore,INOX,272,67,18224,2024-10-26,2024-11-17
Chandu Champion,Bangalore,INOX,245,135,33075,2024-12-13,2024-12-25
Jigra,Jaipur,INOX,320,49,15680,2024-12-11,2025-01-10
Fighter,Chandigarh,Carnival Cinemas,200,10,2000,2024-12-14,2025-01-01
Stree 2,Ahmedabad,Cinepolis,485,67,32495,2024-12-11,2024-12-29
Salaar,Ahmedabad,Wave Cinemas,440,170,74800,2024-12-20,2025-01-14
Sam Bahadur,Lucknow,Carnival Cinemas,461,31,14291,2025-01-02,2025-01-30
Singham Again,Ahmedabad,Miraj Cinemas,212,67,14204,2025-01-09,2025-01-27
Tiger 3,Indore,INOX,356,54,19224,2024-12-11,2025-01-08
Dunki,Chandigarh,Cinepolis,356,98,34888,2024-10-26,2024-11-11
War 2,Delhi,Wave Cinemas,562,20,11240,2025-02-01,2025-02-13
Animal,Bhopal,Cinepolis,249,28,6972,2024-11-06,2024-11-17
Pushpa 2,Bhopal,INOX,433,19,8227,2025-01-27,2025-02-04
Mr. and Mrs. Mahi,Ahmedabad,Carnival Cinemas,203,62,12586,2024-11-24,2024-12-23
Sam Bahadur,Bangalore,Wave Cinemas,285,70,19950,2024-10-25,2024-11-03
Merry Christmas,Hyderabad,INOX,233,173,40309,2025-01-31,2025-02-13
Fighter,Bangalore,Carnival Cinemas,417,91,37947,2025-01-11,2025-01-20
Metro In Dino,Jaipur,Carnival Cinemas,344,84,28896,2024-11-30,2024-12-23
Animal,Kolkata,INOX,396,28,11088,2024-10-17,2024-11-15
Emergency,Jaipur,INOX,381,103,39243,2024-11-04,2024-11-14
Tiger 3,Lucknow,Carnival Cinemas,508,46,23368,2024-12-14,2024-12-30
Animal,Bhopal,INOX,588,126,74088,2024-11-08,2024-12-07
Animal,Pune,Miraj Cinemas,406,169,68614,2024-12-01,2024-12-12
War 2,Kolkata,PVR,378,53,20034,2024-10-30,2024-11-23
The Crew,Chennai,Carnival Cinemas,326,141,45966,2025-02-02,2025-02-21
Merry Christmas,Indore,Miraj Cinemas,543,169,91767,2024-12-25,2025-01-05
Yodha,Bhopal,PVR,429,142,60918,2025-01-02,2025-01-12
Merry Christmas,Mumbai,Wave Cinemas,312,137,42744,2024-12-02,2024-12-17
War 2,Lucknow,Wave Cinemas,251,200,50200,2024-11-08,2024-12-08
War 2,Ahmedabad,Carnival Cinemas,216,80,17280,2025-02-15,2025-02-23
Metro In Dino,Hyderabad,INOX,558,38,21204,2024-12-24,2025-01-17
The Diplomat,Kolkata,Carnival Cinemas,236,11,2596,2025-01-06,2025-01-24
Chandu Champion,Bangalore,INOX,305,136,41480,2024-12-24,2025-01-22
War 2,Pune,Cinepolis,325,199,64675,2025-02-07,2025-02-23
Dunki,Chandigarh,INOX,496,182,90272,2024-11-12,2024-11-23
Tiger 3,Indore,Cinepolis,471,125,58875,2024-11-15,2024-12-15
Bade Miyan Chote Miyan,Indore,PVR,424,80,33920,2025-01-21,2025-02-06
Salaar,Hyderabad,Cinepolis,188,177,33276,2025-01-09,2025-01-24
Guntur Kaaram,Bhopal,Miraj Cinemas,481,70,33670,2025-01-05,2025-01-31
Guntur Kaaram,Delhi,Miraj Cinemas,584,17,9928,2025-01-04,2025-01-16
Yodha,Bhopal,Miraj Cinemas,404,183,73932,2024-11-25,2024-12-21
Singham Again,Chandigarh,Carnival Cinemas,516,93,47988,2024-11-15,2024-12-11
The Crew,Lucknow,Cinepolis,492,190,93480,2025-01-14,2025-02-09
Emergency,Indore,Wave Cinemas,274,81,22194,2024-10-26,2024-11-16
Merry Christmas,Lucknow,Carnival Cinemas,521,170,88570,2024-10-26,2024-11-03
Animal,Pune,Miraj Cinemas,335,154,51590,2025-02-03,2025-02-20
Yodha,Bhopal,PVR,455,80,36400,2025-02-09,2025-02-19
Merry Christmas,Kolkata,Miraj Cinemas,440,79,34760,2024-12-25,2025-01-13
Fighter,Hyderabad,Wave Cinemas,529,197,104213,2024-12-11,2024-12-28
Guntur Kaaram,Delhi,Cinepolis,488,173,84424,2024-10-15,2024-11-08
Salaar,Indore,INOX,571,162,92502,2024-12-05,2024-12-28
Bade Miyan Chote Miyan,Ahmedabad,Miraj Cinemas,270,186,50220,2024-12-09,2024-12-25
The Crew,Jaipur,PVR,545,24,13080,2024-11-24,2024-12-07
Jigra,Pune,Miraj Cinemas,534,17,9078,2024-11-05,2024-11-27
The Diplomat,Mumbai,INOX,424,170,72080,2024-10-05,2024-11-02
Animal,Kolkata,PVR,401,200,80200,2024-11-14,2024-11-29
Guntur Kaaram,Bhopal,Cinepolis,534,28,14952,2024-12-30,2025-01-12
Fighter,Bangalore,PVR,458,172,78776,2024-10-27,2024-11-11
Emergency,Kolkata,INOX,472,75,35400,2025-01-12,2025-01-23
Merry Christmas,Chennai,Wave Cinemas,190,34,6460,2024-10-15,2024-11-11
War 2,Hyderabad,INOX,236,67,15812,2025-01-20,2025-02-02
Singham Again,Jaipur,Carnival Cinemas,221,90,19890,2025-01-03,2025-01-29
Bhool Bhulaiyaa 3,Chandigarh,PVR,565,82,46330,2024-10-27,2024-11-05
Pushpa 2,Mumbai,Wave Cinemas,441,169,74529,2024-10-08,2024-11-05
Chandu Champion,Bhopal,INOX,324,97,31428,2025-01-22,2025-02-10
Merry Christmas,Hyderabad,Carnival Cinemas,368,121,44528,2025-01-07,2025-01-15
The Crew,Ahmedabad,Wave Cinemas,507,33,16731,2025-01-04,2025-01-21
Mr. and Mrs. Mahi,Bhopal,PVR,361,62,22382,2024-10-30,2024-11-17
Salaar,Chennai,Cinepolis,499,80,39920,2024-12-29,2025-01-14
Dunki,Pune,PVR,436,49,21364,2024-11-30,2024-12-28
Jigra,Bhopal,Cinepolis,334,131,43754,2024-10-29,2024-11-06
Singham Again,Delhi,Cinepolis,242,171,41382,2025-02-16,2025-02-27
Pushpa 2,Jaipur,Wave Cinemas,227,114,25878,2024-10-26,2024-11-20
The Crew,Chandigarh,Wave Cinemas,478,192,91776,2024-10-11,2024-11-06
Metro In Dino,Lucknow,Miraj Cinemas,368,133,48944,2024-10-30,2024-11-24
Pushpa 2,Mumbai,PVR,370,142,52540,2024-10-15,2024-11-10
Emergency,Bhopal,Wave Cinemas,330,26,8580,2025-01-14,2025-02-08
Jigra,Mumbai,INOX,461,32,14752,2024-11-16,2024-12-11
Pushpa 2,Delhi,Cinepolis,484,71,34364,2024-10-25,2024-11-12
Bhool Bhulaiyaa 3,Delhi,PVR,323,48,15504,2024-11-19,2024-12-14
Guntur Kaaram,Indore,Cinepolis,408,54,22032,2024-12-15,2025-01-03
Chandu Champion,Hyderabad,Wave Cinemas,515,96,49440,2025-01-28,2025-02-12
Bade Miyan Chote Miyan,Bangalore,Carnival Cinemas,320,198,63360,2024-12-14,2025-01-05
The Crew,Mumbai,INOX,375,42,15750,2025-01-06,2025-01-24
Fighter,Pune,PVR,183,72,13176,2024-11-14,2024-12-05
Mr. and Mrs. Mahi,Jaipur,PVR,264,53,13992,2024-11-27,2024-12-24
Guntur Kaaram,Indore,Cinepolis,448,39,17472,2025-01-30,2025-02-19
Bhool Bhulaiyaa 3,Hyderabad,PVR,436,42,18312,2024-11-02,2024-11-19
Stree 2,Jaipur,INOX,270,65,17550,2024-12-04,2024-12-18
Salaar,Kolkata,Cinepolis,348,114,39672,2024-10-23,2024-11-10
Chandu Champion,Ahmedabad,Miraj Cinemas,324,133,43092,2024-10-21,2024-11-15
Jigra,Hyderabad,Miraj Cinemas,480,141,67680,2024-11-21,2024-12-04
Emergency,Lucknow,INOX,475,46,21850,2024-10-19,2024-11-09
Dunki,Hyderabad,PVR,316,133,42028,2025-01-27,2025-02-11
Metro In Dino,Bhopal,PVR,440,88,38720,2025-01-24,2025-02-10
The Crew,Jaipur,Wave Cinemas,539,98,52822,2025-02-01,2025-02-08
Emergency,Chandigarh,INOX,474,169,80106,2025-01-04,2025-01-30
The Diplomat,Kolkata,PVR,397,190,75430,2025-01-25,2025-02-11
Jigra,Kolkata,Miraj Cinemas,270,141,38070,2025-01-23,2025-02-18
Bhool Bhulaiyaa 3,Hyderabad,INOX,439,30,13170,2024-11-15,2024-12-14
Merry Christmas,Delhi,PVR,493,177,87261,2025-01-20,2025-01-30
The Diplomat,Bangalore,INOX,467,116,54172,2024-12-22,2025-01-11
Merry Christmas,Delhi,Miraj Cinemas,500,26,13000,2025-01-09,2025-02-07
Bade Miyan Chote Miyan,Mumbai,INOX,414,19,7866,2024-11-13,2024-11-24
Dunki,Lucknow,Carnival Cinemas,469,29,13601,2024-11-26,2024-12-11
Pushpa 2,Indore,PVR,353,97,34241,2024-10-28,2024-11-10
Fighter,Ahmedabad,Cinepolis,506,141,71346,2024-11-17,2024-11-26
Stree 2,Mumbai,PVR,478,161,76958,2025-01-09,2025-01-27
Guntur Kaaram,Lucknow,Miraj Cinemas,511,75,38325,2024-11-01,2024-11-26
Sam Bahadur,Bangalore,PVR,269,104,27976,2025-01-29,2025-02-12
Stree 2,Hyderabad,Wave Cinemas,335,137,45895,2024-11-16,2024-11-28
Jigra,Ahmedabad,Wave Cinemas,254,75,19050,2024-10-31,2024-11-11
Salaar,Bhopal,Miraj Cinemas,466,153,71298,2025-01-20,2025-02-18
The Crew,Pune,Carnival Cinemas,201,92,18492,2025-02-09,2025-02-21
Tiger 3,Kolkata,Miraj Cinemas,486,56,27216,2025-01-13,2025-01-23
Sam Bahadur,Lucknow,Wave Cinemas,506,65,32890,2024-12-22,2025-01-07
Metro In Dino,Ahmedabad,PVR,393,147,57771,2024-12-14,2025-01-08
Animal,Chennai,Carnival Cinemas,248,18,4464,2024-12-15,2025-01-09
Salaar,Lucknow,PVR,482,185,89170,2025-02-17,2025-02-27
Bade Miyan Chote Miyan,Bangalore,INOX,462,139,64218,2024-10-27,2024-11-12
Chandu Champion,Chennai,Cinepolis,366,160,58560,2025-02-06,2025-02-20
The Crew,Chandigarh,Miraj Cinemas,259,45,11655,2024-12-01,2024-12-15
Tiger 3,Hyderabad,PVR,300,107,32100,2024-10-30,2024-11-25
Fighter,Bangalore,INOX,541,119,64379,2025-01-06,2025-01-16
Guntur Kaaram,Ahmedabad,Wave Cinemas,580,114,66120,2024-11-02,2024-11-13
Salaar,Bangalore,Cinepolis,444,150,66600,2024-11-20,2024-12-14
Singham Again,Bangalore,Wave Cinemas,353,134,47302,2024-12-14,2025-01-07
Bade Miyan Chote Miyan,Chennai,PVR,210,47,9870,2025-01-17,2025-01-25
Sam Bahadur,Bhopal,PVR,489,119,58191,2024-12-20,2025-01-10
Pushpa 2,Ahmedabad,PVR,224,185,41440,2024-11-25,2024-12-06
Bhool Bhulaiyaa 3,Ahmedabad,Miraj Cinemas,582,126,73332,2025-01-11,2025-01-19
Singham Again,Delhi,Cinepolis,352,95,33440,2024-10-19,2024-11-11
Animal,Bangalore,PVR,516,161,83076,2024-12-19,2025-01-11
Metro In Dino,Bangalore,Wave Cinemas,490,107,52430,2024-11-26,2024-12-17
Animal,Chennai,Cinepolis,409,75,30675,2024-11-09,2024-11-22
Stree 2,Pune,Carnival Cinemas,475,165,78375,2024-10-23,2024-11-04
Singham Again,Bangalore,Carnival Cinemas,571,197,112487,2024-12-19,2024-12-30
Chandu Champion,Bangalore,Miraj Cinemas,557,132,73524,2025-01-29,2025-02-18
Dunki,Mumbai,Carnival Cinemas,543,28,15204,2025-02-18,2025-02-27
Fighter,Chennai,Wave Cinemas,327,109,35643,2024-10-26,2024-11-15
Stree 2,Indore,Carnival Cinemas,510,179,91290,2025-01-07,2025-01-31
Singham Again,Pune,Cinepolis,269,14,3766,2024-10-25,2024-11-06
Sam Bahadur,Delhi,INOX,244,138,33672,2025-01-18,2025-01-30
Chandu Champion,Ahmedabad,Wave Cinemas,319,183,58377,2024-10-09,2024-11-04
Sam Bahadur,Mumbai,Cinepolis,493,66,32538,2024-10-27,2024-11-16
Guntur Kaaram,Jaipur,Miraj Cinemas,566,99,56034,2024-10-14,2024-11-13
Singham Again,Bangalore,Miraj Cinemas,317,118,37406,2025-01-03,2025-01-17
Jigra,Hyderabad,Miraj Cinemas,275,47,12925,2025-01-23,2025-02-13
Sam Bahadur,Pune,Wave Cinemas,370,87,32190,2024-11-21,2024-12-10
Bade Miyan Chote Miyan,Mumbai,Cinepolis,375,102,38250,2024-11-02,2024-11-29
Sam Bahadur,Pune,Miraj Cinemas,222,117,25974,2024-10-15,2024-11-02
Pushpa 2,Bangalore,PVR,384,117,44928,2024-12-24,2025-01-01
The Crew,Delhi,Miraj Cinemas,224,77,17248,2024-12-03,2024-12-12
Bhool Bhulaiyaa 3,Chennai,PVR,387,167,64629,2024-12-19,2025-01-17
War 2,Chennai,Cinepolis,555,17,9435,2024-12-13,2025-01-05
The Diplomat,Mumbai,Carnival Cinemas,250,159,39750,2024-11-05,2024-11-27
Guntur Kaaram,Bhopal,INOX,463,80,37040,2025-02-08,2025-02-15
Merry Christmas,Pune,Wave Cinemas,201,197,39597,2024-12-27,2025-01-04
Jigra,Indore,INOX,269,134,36046,2024-11-10,2024-12-08
Bhool Bhulaiyaa 3,Pune,Carnival Cinemas,285,41,11685,2024-11-26,2024-12-14
Sam Bahadur,Pune,Wave Cinemas,375,94,35250,2025-02-06,2025-02-28
Merry Christmas,Bangalore,Wave Cinemas,246,76,18696,2024-12-02,2024-12-15
Guntur Kaaram,Bhopal,PVR,433,26,11258,2024-11-05,2024-11-24
Salaar,Indore,Miraj Cinemas,551,130,71630,2024-12-08,2024-12-19
Animal,Chennai,Miraj Cinemas,375,100,37500,2024-10-27,2024-11-16
Bade Miyan Chote Miyan,Jaipur,Wave Cinemas,338,40,13520,2024-12-22,2025-01-10
Guntur Kaaram,Jaipur,Miraj Cinemas,519,52,26988,2024-12-10,2024-12-29
War 2,Jaipur,Wave Cinemas,448,106,47488,2024-12-17,2025-01-10
War 2,Bhopal,INOX,540,46,24840,2024-11-13,2024-12-11
Pushpa 2,Hyderabad,Carnival Cinemas,257,62,15934,2024-10-29,2024-11-09
Bhool Bhulaiyaa 3,Bhopal,Miraj Cinemas,379,163,61777,2024-11-11,2024-11-26
Chandu Champion,Jaipur,Cinepolis,376,139,52264,2024-12-11,2025-01-09
Stree 2,Pune,Miraj Cinemas,439,130,57070,2024-10-06,2024-11-02
Sam Bahadur,Lucknow,PVR,595,109,64855,2025-01-24,2025-02-23
Yodha,Bhopal,Wave Cinemas,291,137,39867,2024-10-22,2024-11-02
Mr. and Mrs. Mahi,Bhopal,Cinepolis,443,109,48287,2025-01-20,2025-02-09
Singham Again,Delhi,Carnival Cinemas,527,89,46903,2024-11-07,2024-11-27
Jigra,Delhi,Carnival Cinemas,466,158,73628,2025-01-28,2025-02-23
Bhool Bhulaiyaa 3,Mumbai,Miraj Cinemas,224,132,29568,2024-11-10,2024-12-09
Mr. and Mrs. Mahi,Hyderabad,Wave Cinemas,348,60,20880,2024-10-27,2024-11-04
War 2,Delhi,Carnival Cinemas,371,187,69377,2024-12-26,2025-01-10
Fighter,Delhi,Carnival Cinemas,186,174,32364,2025-01-13,2025-01-29
The Crew,Bhopal,Wave Cinemas,455,196,89180,2024-12-30,2025-01-23
Fighter,Hyderabad,PVR,544,125,68000,2025-01-04,2025-01-19
Stree 2,Kolkata,Miraj Cinemas,544,195,106080,2025-02-09,2025-02-24
Jigra,Chandigarh,Miraj Cinemas,507,130,65910,2024-12-08,2024-12-31
Stree 2,Kolkata,Wave Cinemas,190,49,9310,2024-12-23,2024-12-30
Metro In Dino,Pune,PVR,204,109,22236,2024-12-07,2024-12-15
Metro In Dino,Bhopal,PVR,286,13,3718,2024-12-11,2024-12-25
Jigra,Chennai,Carnival Cinemas,484,155,75020,2024-12-29,2025-01-17
Merry Christmas,Pune,PVR,281,58,16298,2024-11-21,2024-12-07
Fighter,Chandigarh,Cinepolis,586,91,53326,2025-02-01,2025-02-17
Animal,Jaipur,INOX,237,150,35550,2025-02-12,2025-02-25
Emergency,Bangalore,Wave Cinemas,598,188,112424,2024-11-14,2024-11-29
Chandu Champion,Hyderabad,Miraj Cinemas,553,186,102858,2024-11-17,2024-11-29
Jigra,Pune,PVR,208,157,32656,2024-11-07,2024-11-21
Emergency,Lucknow,INOX,294,158,46452,2024-11-07,2024-12-04
War 2,Kolkata,PVR,417,197,82149,2025-01-28,2025-02-16
Dunki,Chennai,Wave Cinemas,399,76,30324,2024-12-13,2025-01-01
Jigra,Jaipur,Miraj Cinemas,558,24,13392,2024-10-17,2024-11-09
Bhool Bhulaiyaa 3,Chennai,Carnival Cinemas,444,51,22644,2025-01-20,2025-01-28
Jigra,Ahmedabad,Wave Cinemas,233,30,6990,2025-02-17,2025-02-27
Merry Christmas,Chennai,Wave Cinemas,291,63,18333,2024-10-26,2024-11-24
Metro In Dino,Ahmedabad,Wave Cinemas,382,180,68760,2025-01-27,2025-02-03
Guntur Kaaram,Ahmedabad,Carnival Cinemas,439,29,12731,2025-01-04,2025-01-15
Stree 2,Delhi,Miraj Cinemas,298,68,20264,2025-02-06,2025-02-23
Salaar,Hyderabad,INOX,377,141,53157,2025-01-08,2025-01-28
Tiger 3,Chennai,INOX,389,13,5057,2024-11-04,2024-11-19
Tiger 3,Hyderabad,Miraj Cinemas,534,107,57138,2024-10-04,2024-11-02
Bade Miyan Chote Miyan,Delhi,Cinepolis,244,95,23180,2024-10-27,2024-11-22
War 2,Pune,PVR,361,172,62092,2024-10-19,2024-11-07
The Diplomat,Ahmedabad,Wave Cinemas,437,100,43700,2024-12-24,2025-01-10
Fighter,Mumbai,PVR,382,200,76400,2024-11-10,2024-11-27
Jigra,Hyderabad,Miraj Cinemas,262,191,50042,2024-12-18,2025-01-14
Chandu Champion,Ahmedabad,PVR,597,141,84177,2024-11-09,2024-11-27
Bade Miyan Chote Miyan,Chennai,INOX,461,34,15674,2024-12-14,2024-12-29
Pushpa 2,Bhopal,Cinepolis,206,27,5562,2024-10-17,2024-11-11
Salaar,Chennai,INOX,472,28,13216,2024-10-20,2024-11-17
Sam Bahadur,Indore,Cinepolis,314,98,30772,2024-12-01,2024-12-24
Bhool Bhulaiyaa 3,Mumbai,Miraj Cinemas,301,136,40936,2024-11-21,2024-12-14
Stree 2,Pune,INOX,413,117,48321,2024-10-19,2024-11-08
Pushpa 2,Bangalore,Cinepolis,464,197,91408,2024-10-20,2024-11-03
Salaar,Ahmedabad,Carnival Cinemas,388,93,36084,2024-12-25,2025-01-22
Metro In Dino,Jaipur,Carnival Cinemas,515,64,32960,2024-10-27,2024-11-23
The Diplomat,Indore,INOX,564,102,57528,2024-12-22,2024-12-31
Stree 2,Hyderabad,PVR,376,20,7520,2025-02-01,2025-02-11
Tiger 3,Bangalore,Miraj Cinemas,571,100,57100,2024-12-31,2025-01-20
Yodha,Chennai,PVR,467,197,91999,2024-10-23,2024-11-18
Mr. and Mrs. Mahi,Bangalore,Cinepolis,568,103,58504,2024-11-20,2024-12-09
The Crew,Bangalore,INOX,357,80,28560,2024-12-24,2025-01-08
Mr. and Mrs. Mahi,Mumbai,Carnival Cinemas,484,173,83732,2024-12-23,2025-01-21
Stree 2,Delhi,INOX,200,145,29000,2025-01-21,2025-02-19
Dunki,Bhopal,PVR,279,97,27063,2024-11-01,2024-11-23
Fighter,Chandigarh,Wave Cinemas,318,169,53742,2024-12-10,2025-01-04
Singham Again,Bangalore,PVR,576,172,99072,2025-01-11,2025-02-09
The Diplomat,Lucknow,Miraj Cinemas,214,131,28034,2024-11-08,2024-12-03
Guntur Kaaram,Kolkata,INOX,268,85,22780,2024-12-31,2025-01-11
Guntur Kaaram,Jaipur,Carnival Cinemas,432,40,17280,2024-11-05,2024-11-21
Sam Bahadur,Bhopal,Miraj Cinemas,238,199,47362,2024-10-19,2024-11-07
Merry Christmas,Jaipur,Wave Cinemas,375,33,12375,2024-12-20,2025-01-18
Merry Christmas,Delhi,Cinepolis,541,82,44362,2025-01-11,2025-01-27
Sam Bahadur,Pune,Cinepolis,457,78,35646,2024-12-18,2025-01-10
Stree 2,Chennai,Miraj Cinemas,477,78,37206,2024-12-24,2025-01-04
Dunki,Kolkata,Carnival Cinemas,283,50,14150,2025-01-20,2025-02-13
Animal,Mumbai,INOX,368,93,34224,2025-02-15,2025-02-26
Stree 2,Lucknow,Cinepolis,232,56,12992,2024-11-20,2024-12-03
Sam Bahadur,Lucknow,PVR,600,150,90000,2025-02-10,2025-02-27
War 2,Bhopal,Carnival Cinemas,284,111,31524,2025-02-04,2025-02-22
Dunki,Ahmedabad,Miraj Cinemas,252,136,34272,2025-01-30,2025-02-28
Tiger 3,Bhopal,Wave Cinemas,592,120,71040,2024-12-07,2024-12-14
Emergency,Ahmedabad,INOX,549,107,58743,2024-12-30,2025-01-16
Tiger 3,Delhi,Miraj Cinemas,312,196,61152,2025-01-18,2025-01-26
Sam Bahadur,Lucknow,Cinepolis,318,151,48018,2024-11-03,2024-11-21
Salaar,Chennai,Carnival Cinemas,480,93,44640,2024-11-16,2024-12-08
Stree 2,Kolkata,Miraj Cinemas,331,45,14895,2024-11-27,2024-12-19
War 2,Delhi,INOX,463,15,6945,2025-02-04,2025-02-18
Emergency,Delhi,Miraj Cinemas,294,130,38220,2025-01-19,2025-02-09
Emergency,Chennai,PVR,435,118,51330,2024-10-27,2024-11-22
The Diplomat,Bangalore,Carnival Cinemas,258,81,20898,2024-12-22,2025-01-02
Bhool Bhulaiyaa 3,Ahmedabad,Wave Cinemas,483,185,89355,2024-12-03,2024-12-11
Emergency,Pune,Cinepolis,202,51,10302,2025-01-03,2025-01-31
Pushpa 2,Jaipur,INOX,501,50,25050,2025-02-20,2025-02-27
Emergency,Indore,Carnival Cinemas,479,152,72808,2025-01-22,2025-02-05
Singham Again,Jaipur,PVR,266,12,3192,2025-01-10,2025-01-23
War 2,Ahmedabad,PVR,390,77,30030,2025-01-20,2025-02-09
Stree 2,Jaipur,PVR,498,152,75696,2025-01-19,2025-02-05
Salaar,Bangalore,Wave Cinemas,279,126,35154,2025-02-01,2025-02-11
Animal,Delhi,Cinepolis,214,150,32100,2024-11-26,2024-12-03
Fighter,Pune,INOX,328,13,4264,2024-12-10,2024-12-28
Tiger 3,Bangalore,Cinepolis,344,173,59512,2024-11-11,2024-11-26
Stree 2,Bhopal,PVR,373,73,27229,2024-11-25,2024-12-10
Emergency,Delhi,Wave Cinemas,218,170,37060,2025-02-03,2025-02-20
Dunki,Bhopal,Wave Cinemas,304,36,10944,2025-01-12,2025-01-23
Stree 2,Kolkata,Miraj Cinemas,533,42,22386,2025-01-26,2025-02-08
Metro In Dino,Lucknow,Miraj Cinemas,599,118,70682,2025-01-13,2025-02-09
The Crew,Ahmedabad,Carnival Cinemas,529,118,62422,2025-01-27,2025-02-16
Mr. and Mrs. Mahi,Mumbai,INOX,525,148,77700,2024-11-23,2024-12-18
Metro In Dino,Bangalore,Cinepolis,498,63,31374,2024-11-29,2024-12-15
Pushpa 2,Chennai,PVR,312,81,25272,2025-02-04,2025-02-19
War 2,Mumbai,INOX,245,153,37485,2024-10-13,2024-11-11
Chandu Champion,Delhi,PVR,496,132,65472,2024-11-29,2024-12-17
Emergency,Delhi,Carnival Cinemas,391,92,35972,2024-12-24,2025-01-17
Sam Bahadur,Indore,Carnival Cinemas,582,132,76824,2024-10-28,2024-11-10
Salaar,Kolkata,Cinepolis,284,11,3124,2025-01-20,2025-02-15
Tiger 3,Jaipur,Wave Cinemas,568,161,91448,2024-10-24,2024-11-22
Stree 2,Bhopal,PVR,353,59,20827,2025-01-22,2025-02-11
Fighter,Lucknow,PVR,450,22,9900,2024-10-25,2024-11-03
Guntur Kaaram,Pune,INOX,526,141,74166,2024-11-10,2024-11-19
Bhool Bhulaiyaa 3,Pune,INOX,460,98,45080,2024-11-19,2024-11-28
Dunki,Lucknow,Carnival Cinemas,349,72,25128,2024-10-22,2024-11-13
Tiger 3,Bangalore,PVR,469,183,85827,2025-01-15,2025-02-06
Guntur Kaaram,Indore,Carnival Cinemas,329,13,4277,2024-12-15,2024-12-22
Tiger 3,Ahmedabad,INOX,280,60,16800,2025-01-06,2025-02-02
Fighter,Bhopal,INOX,522,25,13050,2024-10-22,2024-11-13
Yodha,Indore,PVR,401,109,43709,2025-01-04,2025-01-28
Yodha,Kolkata,Wave Cinemas,287,54,15498,2025-01-12,2025-01-31
Singham Again,Ahmedabad,Wave Cinemas,530,33,17490,2024-12-25,2025-01-23
